web-scraper-order,web-scraper-start-url,player,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571430269-8164","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hank Ciesla","1955-56","CHI","C","70","8","23","31","","22","0.44","0","3","0","0","3","0","","--","","--","--"
"1571430269-6252","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andy Hebenton","1958-59","NYR","R","70","33","29","62","","8","0.89","15","21","1","1","2","0","","--","","--","--"
"1571430269-6860","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Edgar Laprade","1947-48","NYR","C","59","13","34","47","","7","0.80","0","4","0","0","1","0","","--","","--","--"
"1571430269-10663","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Butch Bouchard","1953-54","MTL","D","70","1","10","11","","89","0.16","0","0","0","0","0","0","","--","","--","--"
"1571430269-7197","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Taylor Sr.","1945-46","TOR","C","46","23","18","41","","14","0.89","2","5","0","0","1","0","","--","","--","--"
"1571430269-13736","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Larose","1962-63","MTL","R","4","0","0","0","0","0","--","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-8573","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Harvey","1959-60","MTL","D","66","6","21","27","37","45","0.41","2","12","0","0","0","0","87","6.9","","--","--"
"1571430269-10812","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tom Johnson","1950-51","MTL","D","70","2","8","10","","128","0.14","0","1","0","0","1","0","","--","","--","--"
"1571430269-12775","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leon Rochefort","1963-64","MTL","R","3","0","0","0","0","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-9454","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack McDonald","1943-44","NYR","R","43","10","9","19","","6","0.44","1","2","0","0","0","0","","--","","--","--"
"1571430269-7044","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Johnson","1968-69","PHI","C","69","17","27","44","-6","20","0.64","1","3","1","1","5","0","146","11.6","","--","--"
"1571430269-13466","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Barry Cullen","1955-56","TOR","R","3","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-6312","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ab McDonald","1962-63","CHI","L","69","20","41","61","21","12","0.88","4","13","0","0","4","0","174","11.5","","--","--"
"1571430269-7878","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ab DeMarco Sr.","1943-44","BOS, NYR","C","39","14","20","34","","2","0.87","1","2","0","0","1","0","","--","","--","--"
"1571430269-10650","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Arbour","1967-68","STL","D","74","1","10","11","-6","50","0.15","1","1","0","1","0","0","39","2.6","","--","--"
"1571430269-13442","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Wood","1950-51","NYR","D","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-9353","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Howie Meeker","1950-51","TOR","R","49","6","14","20","","24","0.41","0","3","0","0","2","0","","--","","--","--"
"1571430269-7555","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Larose","1964-65","MTL","R","69","21","16","37","-1","82","0.54","4","6","0","0","4","0","139","15.1","","--","--"
"1571430269-7434","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don Raleigh","1950-51","NYR","C","64","15","24","39","","18","0.61","1","4","0","0","4","0","","--","","--","--"
"1571430269-10713","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Val Fonteyne","1961-62","DET","L","70","5","5","10","-12","4","0.14","0","0","0","0","1","0","91","5.5","","--","--"
"1571430269-6339","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Keon","1963-64","TOR","C","70","23","37","60","2","6","0.86","7","18","0","1","2","0","240","9.6","","--","--"
"1571430269-13774","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Mann","1943-44","NYR","C","3","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-7318","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Grant Warwick","1946-47","NYR","R","54","20","20","40","","24","0.74","9","10","0","0","2","0","","--","","--","--"
"1571430269-10005","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Parker MacDonald","1956-57","NYR","C","45","7","8","15","","24","0.33","3","4","0","0","0","0","","--","","--","--"
"1571430269-9469","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pat Egan","1947-48","BOS","D","60","8","11","19","","81","0.32","2","3","0","0","1","0","","--","","--","--"
"1571430269-6917","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ab McDonald","1963-64","CHI","L","70","14","32","46","21","17","0.66","4","15","0","0","3","0","193","7.2","","--","--"
"1571430269-8473","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Chico Maki","1968-69","CHI","R","66","7","21","28","-3","30","0.42","0","1","1","2","0","0","127","5.5","","--","--"
"1571430269-7893","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Ingarfield","1960-61","NYR","C","66","13","21","34","-11","18","0.52","0","0","1","1","5","0","119","10.9","","--","--"
"1571430269-6385","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Ullman","1959-60","DET","C","70","24","34","58","-19","46","0.83","3","10","1","1","2","0","226","10.6","","--","--"
"1571430269-7216","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Horeck","1945-46","CHI","L","50","20","21","41","","34","0.82","2","9","0","0","1","0","","--","","--","--"
"1571430269-8760","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dutch Reibel","1957-58","DET, CHI","C","69","8","17","25","","10","0.36","2","7","0","0","1","0","","--","","--","--"
"1571430269-13031","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Langlois","1957-58","MTL","D","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-7179","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hank Goldup","1944-45","NYR","L","48","17","25","42","","25","0.88","4","9","0","0","2","0","","--","","--","--"
"1571430269-7709","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Orland Kurtenbach","1966-67","NYR","C","60","11","25","36","0","58","0.60","5","6","1","3","3","0","156","7.0","","--","--"
"1571430269-9726","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Creighton","1954-55","TOR, CHI","C","63","9","8","17","","14","0.27","1","3","0","0","3","0","","--","","--","--"
"1571430269-9680","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Baun","1963-64","TOR","D","52","4","14","18","8","113","0.35","0","1","0","0","2","0","76","5.3","","--","--"
"1571430269-6502","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andy Hebenton","1960-61","NYR","R","70","26","28","54","-20","10","0.77","8","17","2","2","1","0","176","14.8","","--","--"
"1571430269-8019","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Adam Brown","1945-46","DET","L","49","20","12","32","","27","0.65","4","5","0","0","3","0","","--","","--","--"
"1571430269-6773","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Danny O'Shea","1968-69","MNS","C","74","15","34","49","-28","88","0.66","4","14","0","0","3","0","157","9.6","","--","--"
"1571430269-8595","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack McIntyre","1957-58","CHI, DET","L","68","15","11","26","","14","0.38","2","2","0","0","3","0","","--","","--","--"
"1571430269-9185","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Allan Stanley","1950-51","NYR","D","70","7","14","21","","75","0.30","0","6","1","1","1","0","","--","","--","--"
"1571430269-6165","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Roy Conacher","1948-49","CHI","L","60","26","42","68","","8","1.13","8","22","0","0","5","0","","--","","--","--"
"1571430269-7084","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean-Guy Gendron","1962-63","BOS","L","66","21","22","43","-23","42","0.65","3","8","0","1","2","0","145","14.5","","--","--"
"1571430269-9062","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pat Hannigan","1961-62","NYR","L","56","8","14","22","7","34","0.39","1","3","0","1","1","0","62","12.9","","--","--"
"1571430269-7986","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marty Pavelich","1952-53","DET","L","64","13","20","33","","49","0.52","0","3","0","0","3","0","","--","","--","--"
"1571430269-10076","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Moose Vasko","1956-57","CHI","D","64","3","12","15","","31","0.23","1","4","0","0","0","0","","--","","--","--"
"1571430269-12057","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Plamondon","1947-48","MTL","L","3","1","1","2","","0","0.67","0","0","0","0","0","0","","--","","--","--"
"1571430269-6245","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Sullivan","1958-59","NYR","C","70","21","42","63","","54","0.90","7","25","1","1","3","0","","--","","--","--"
"1571430269-8028","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Provost","1963-64","MTL","R","68","15","17","32","0","39","0.47","2","6","1","1","3","0","235","6.4","","--","--"
"1571430269-13349","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Hodgson","1966-67","BOS","R","4","0","0","0","0","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-9003","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Hillman","1966-67","TOR","D","56","4","19","23","10","38","0.41","0","2","0","2","0","0","84","4.8","","--","--"
"1571430269-6969","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Bodnar","1948-49","CHI","C","59","19","26","45","","14","0.76","4","11","0","0","2","0","","--","","--","--"
"1571430269-9945","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Harvey","1948-49","MTL","D","55","3","13","16","","87","0.29","0","5","1","1","0","0","","--","","--","--"
"1571430269-11955","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pat Stapleton","1962-63","BOS","D","21","0","3","3","-11","8","0.14","0","0","0","0","0","0","16","0.0","","--","--"
"1571430269-12825","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vic Lynn","1943-44","DET","L","3","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-10362","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hal Laycoe","1946-47","NYR","D","58","1","12","13","","25","0.22","0","4","0","1","0","0","","--","","--","--"
"1571430269-11601","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rick Smith","1968-69","BOS","D","48","0","5","5","14","29","0.10","0","0","0","0","0","0","28","0.0","","--","--"
"1571430269-12803","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Panagabko","1956-57","BOS","C","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-10695","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Roberts","1965-66","MTL","R","70","5","5","10","7","20","0.14","0","0","1","2","1","0","58","8.6","","--","--"
