web-scraper-order,web-scraper-start-url,player,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571430269-13242","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jeannot Gilbert","1962-63","BOS","C","5","0","0","0","-4","4","--","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-6404","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Joyal","1967-68","LAK","C","74","23","34","57","-2","20","0.77","5","14","0","0","3","0","226","10.2","","--","--"
"1571430269-7527","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Harris","1959-60","TOR","C","70","13","25","38","3","29","0.54","2","6","0","0","3","0","107","12.1","","--","--"
"1571430269-12932","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Bartlett","1954-55","MTL","L","2","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-11571","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Berenson","1966-67","NYR","C","30","0","5","5","-5","2","0.17","0","0","0","0","0","0","46","0.0","","--","--"
"1571430269-12262","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Garry Peters","1964-65","MTL","C","13","0","2","2","-2","6","0.15","0","1","0","0","0","0","18","0.0","","--","--"
"1571430269-10387","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Garry Peters","1967-68","PHI","C","31","7","5","12","-2","22","0.39","1","3","0","0","1","0","80","8.8","","--","--"
"1571430269-8652","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Armstrong","1945-46","DET","C","40","8","18","26","","4","0.65","0","3","0","0","2","0","","--","","--","--"
"1571430269-9533","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Hale","1968-69","PHI","D","67","3","16","19","-21","28","0.28","0","0","0","0","0","0","62","4.8","","--","--"
"1571430269-5961","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Hull","1963-64","CHI","L","70","43","44","87","14","48","1.24","12","32","4","4","5","0","408","10.5","","--","--"
"1571430269-9112","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Roger Leger","1946-47","MTL","D","49","4","18","22","","12","0.45","3","9","0","0","0","0","","--","","--","--"
"1571430269-7987","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marty Pavelich","1952-53","DET","L","64","13","20","33","","49","0.52","0","3","0","0","3","0","","--","","--","--"
"1571430269-11576","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Dawes","1950-51","MTL","D","15","0","5","5","","4","0.33","0","0","0","0","0","0","","--","","--","--"
"1571430269-6083","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Carl Liscombe","1943-44","DET","L","50","36","37","73","","17","1.46","3","8","0","0","7","0","","--","","--","--"
"1571430269-12608","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andre Corriveau","1953-54","MTL","R","3","0","1","1","","0","0.33","0","0","0","0","0","0","","--","","--","--"
"1571430269-13230","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hugh Bolton","1949-50","TOR","D","2","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-8931","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Reg Sinclair","1952-53","DET","R","69","11","12","23","","36","0.33","6","10","0","0","4","0","","--","","--","--"
"1571430269-12663","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Seiling","1963-64","NYR","D","2","0","1","1","0","0","0.50","0","0","0","0","0","0","4","0.0","","--","--"
"1571430269-12218","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marc Reaume","1959-60","TOR, DET","D","45","0","2","2","2","6","0.04","0","0","0","0","0","0","22","0.0","","--","--"
"1571430269-12622","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gary Dornhoefer","1965-66","BOS","R","10","0","1","1","-2","2","0.10","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-8891","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Dussault","1950-51","MTL","C","64","4","20","24","","15","0.38","0","3","0","0","0","0","","--","","--","--"
"1571430269-9313","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Glen Sather","1967-68","BOS","L","65","8","12","20","9","34","0.31","0","1","2","3","1","0","55","14.5","","--","--"
"1571430269-13652","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Hassard","1949-50","TOR","C","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-9817","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Mortson","1949-50","TOR","D","68","3","14","17","","125","0.25","1","5","0","0","0","0","","--","","--","--"
"1571430269-8096","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Creighton","1949-50","BOS","C","64","18","13","31","","13","0.48","2","4","0","0","2","0","","--","","--","--"
"1571430269-8998","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Carl Brewer","1959-60","TOR","D","67","4","19","23","11","150","0.34","0","3","1","1","0","0","99","4.0","","--","--"
"1571430269-12283","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim McKenny","1967-68","TOR","D","5","1","0","1","-2","0","0.20","1","1","0","0","1","0","2","50.0","","--","--"
"1571430269-10871","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harvey Fraser","1944-45","CHI","C","21","5","4","9","","0","0.43","1","1","0","0","0","0","","--","","--","--"
"1571430269-12337","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Grant Erickson","1968-69","BOS","L","2","1","0","1","2","0","0.50","0","0","0","0","0","0","2","50.0","","--","--"
"1571430269-11698","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Barry","1946-47","BOS","L","19","1","3","4","","2","0.21","0","0","0","0","0","0","","--","","--","--"
"1571430269-6597","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Mosienko","1946-47","CHI","R","59","25","27","52","","2","0.88","4","9","1","1","0","0","","--","","--","--"
"1571430269-10096","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Boivin","1952-53","TOR","D","70","2","13","15","","97","0.21","0","1","1","1","0","0","","--","","--","--"
"1571430269-10318","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Hillman","1958-59","BOS","D","55","3","10","13","","11","0.24","2","9","0","1","0","0","","--","","--","--"
"1571430269-6713","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dean Prentice","1958-59","NYR","L","70","17","33","50","","11","0.71","5","8","0","0","2","0","","--","","--","--"
"1571430269-7108","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vic Stasiuk","1961-62","DET","L","59","15","28","43","1","45","0.73","4","11","0","0","3","0","127","11.8","","--","--"
"1571430269-7279","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Gadsby","1956-57","NYR","D","70","4","37","41","","72","0.59","0","18","1","1","0","0","","--","","--","--"
"1571430269-7363","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harry Howell","1966-67","NYR","D","70","12","28","40","4","54","0.57","2","14","0","0","0","0","200","6.0","","--","--"
"1571430269-12916","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tom McCarthy","1956-57","DET","L","3","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-12269","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Robert","1950-51","MTL","L","23","1","0","1","","9","0.04","0","0","0","0","0","0","","--","","--","--"
"1571430269-9334","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean-Paul Gladu","1944-45","BOS","L","40","6","14","20","","2","0.50","0","0","0","0","0","0","","--","","--","--"
"1571430269-11638","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Thomson","1943-44","DET","C","5","2","2","4","","0","0.80","1","1","0","0","0","0","","--","","--","--"
"1571430269-12754","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jeannot Gilbert","1964-65","BOS","C","4","0","1","1","-1","0","0.25","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-7635","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mush March","1943-44","CHI","R","48","10","27","37","","16","0.77","0","5","0","0","0","0","","--","","--","--"
"1571430269-6549","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Maurice Richard","1947-48","MTL","R","53","28","25","53","","91","1.00","2","6","2","3","3","0","","--","","--","--"
"1571430269-9810","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Allan Stanley","1968-69","PHI","D","64","4","13","17","-5","28","0.27","2","9","0","2","0","0","75","5.3","","--","--"
"1571430269-6278","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Larose","1968-69","MNS","R","67","25","37","62","-11","106","0.93","5","16","0","0","3","0","268","9.3","","--","--"
"1571430269-7834","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Stewart","1958-59","TOR","R","70","21","13","34","","23","0.49","6","7","1","3","2","0","","--","","--","--"
"1571430269-11103","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Laughton","1967-68","OAK","C","35","2","6","8","-17","38","0.23","2","3","0","0","0","0","53","3.8","","--","--"
"1571430269-12163","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Mickey","1967-68","NYR","R","4","0","2","2","2","0","0.50","0","0","0","0","0","0","2","0.0","","--","--"
"1571430269-13721","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Walt McKechnie","1967-68","MNS","C","4","0","0","0","-3","0","--","0","0","0","0","0","0","9","0.0","","--","--"
"1571430269-8384","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Quackenbush","1950-51","BOS","D","70","5","24","29","","12","0.41","0","8","0","1","1","0","","--","","--","--"
"1571430269-6168","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henri Richard","1960-61","MTL","C","70","24","44","68","18","91","0.97","4","16","0","0","4","0","274","8.8","","--","--"
"1571430269-9441","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wally Wilson","1947-48","BOS","C","53","11","8","19","","18","0.36","1","2","0","0","0","0","","--","","--","--"
"1571430269-13554","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Skip Krake","1965-66","BOS","C","2","0","0","0","-1","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-11780","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug McCaig","1949-50","CHI","D","62","0","4","4","","49","0.06","0","0","0","0","0","0","","--","","--","--"
"1571430269-11346","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim McFadden","1953-54","CHI","C","19","3","3","6","","6","0.32","2","2","1","1","0","0","","--","","--","--"
"1571430269-9172","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Shack","1961-62","TOR","L","44","7","14","21","-3","62","0.48","0","1","0","0","3","0","76","9.2","","--","--"
"1571430269-7339","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Irvine","1967-68","LAK","L","73","18","22","40","-9","26","0.55","4","7","1","1","3","0","136","13.2","","--","--"
"1571430269-6952","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lowell MacDonald","1967-68","LAK","L","74","21","24","45","-1","12","0.61","2","4","1","2","2","0","230","9.1","","--","--"
"1571430269-7322","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henri Richard","1955-56","MTL","C","64","19","21","40","","46","0.63","2","5","0","0","5","0","","--","","--","--"
"1571430269-12361","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cliff Pennington","1960-61","MTL","C","4","1","0","1","0","0","0.25","1","1","0","0","0","0","7","14.3","","--","--"
"1571430269-10452","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marty Pavelich","1947-48","DET","L","41","4","8","12","","10","0.29","0","2","0","0","1","0","","--","","--","--"
"1571430269-10043","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Dussault","1947-48","MTL","C","28","5","10","15","","4","0.54","1","3","0","0","0","0","","--","","--","--"
"1571430269-8253","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don Gallinger","1946-47","BOS","C","47","11","19","30","","12","0.64","2","4","0","0","3","0","","--","","--","--"
"1571430269-10077","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Moose Vasko","1956-57","CHI","D","64","3","12","15","","31","0.23","1","4","0","0","0","0","","--","","--","--"
"1571430269-8559","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Bodnar","1953-54","CHI, BOS","C","59","9","18","27","","30","0.46","2","6","0","0","1","0","","--","","--","--"
"1571430269-13253","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Watson","1963-64","DET","D","1","0","0","0","0","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-11117","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Moose Vasko","1968-69","MNS","D","72","1","7","8","-18","68","0.11","0","1","0","0","0","0","52","1.9","","--","--"
"1571430269-6314","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Sullivan","1954-55","CHI","C","70","19","42","61","","51","0.87","9","23","0","0","1","0","","--","","--","--"
"1571430269-12788","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dunc Fisher","1958-59","DET","R","7","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-7562","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Hamill","1945-46","CHI","L","48","20","17","37","","23","0.77","2","7","0","0","3","0","","--","","--","--"
"1571430269-7530","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tod Sloan","1957-58","TOR","C","59","13","25","38","","61","0.64","3","10","0","0","0","0","","--","","--","--"
"1571430269-6910","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Ingarfield","1968-69","PIT, OAK","C","66","16","30","46","-19","12","0.70","6","11","0","1","0","0","131","12.2","","--","--"
"1571430269-13770","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lulu Denis","1950-51","MTL","R","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-9827","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Terry Harper","1963-64","MTL","D","70","2","15","17","24","151","0.24","0","0","0","0","1","0","60","3.3","","--","--"
"1571430269-11869","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marcel Pronovost","1968-69","TOR","D","34","1","2","3","-2","20","0.09","0","0","0","0","0","0","18","5.5","","--","--"
"1571430269-10366","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ivan Irwin","1954-55","NYR","D","60","0","13","13","","85","0.22","0","0","0","0","0","0","","--","","--","--"
"1571430269-10613","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tom Johnson","1952-53","MTL","D","70","3","8","11","","65","0.16","0","0","0","0","1","0","","--","","--","--"
"1571430269-5976","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Hull","1961-62","CHI","L","70","50","34","84","10","35","1.20","9","19","0","2","7","0","375","13.3","","--","--"
"1571430269-9107","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don Raleigh","1952-53","NYR","C","55","4","18","22","","2","0.40","0","4","0","0","2","0","","--","","--","--"
"1571430269-12782","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Reid","1952-53","TOR","C","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-13220","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ian Mackintosh","1952-53","NYR","R","4","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-11359","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Wiebe","1943-44","CHI","D","23","2","4","6","","2","0.26","0","0","0","0","0","0","","--","","--","--"
"1571430269-11595","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bud MacPherson","1953-54","MTL","D","41","0","5","5","","41","0.12","0","0","0","0","0","0","","--","","--","--"
"1571430269-13699","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bud MacPherson","1956-57","MTL","D","10","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-7270","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert Olmstead","1958-59","TOR","L","70","10","31","41","","74","0.59","3","8","1","2","0","0","","--","","--","--"
"1571430269-10565","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wally Boyer","1966-67","CHI","C","42","5","6","11","-3","15","0.26","1","1","0","0","1","0","27","18.5","","--","--"
"1571430269-9407","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Johnson","1958-59","BOS, CHI","C","46","3","17","20","","33","0.43","0","0","0","0","0","0","","--","","--","--"
"1571430269-6949","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dick Duff","1965-66","MTL","L","63","21","24","45","2","80","0.71","5","14","0","0","2","0","156","13.5","","--","--"
"1571430269-10124","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bernie Geoffrion","1950-51","MTL","R","18","8","6","14","","9","0.78","0","2","0","0","2","0","","--","","--","--"
"1571430269-10186","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Brent Hughes","1967-68","LAK","D","45","4","10","14","13","36","0.31","2","5","0","0","0","0","72","5.5","","--","--"
"1571430269-11561","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Lancien","1949-50","NYR","D","43","1","4","5","","27","0.12","0","0","0","0","1","0","","--","","--","--"
"1571430269-7371","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don Raleigh","1954-55","NYR","C","69","8","32","40","","19","0.58","3","11","0","0","0","0","","--","","--","--"
"1571430269-10690","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Bell","1946-47","NYR","L","47","6","4","10","","12","0.21","1","1","0","0","0","0","","--","","--","--"
"1571430269-9598","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Calum MacKay","1949-50","MTL","L","52","8","10","18","","44","0.35","0","1","0","0","1","0","","--","","--","--"
"1571430269-8653","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Armstrong","1945-46","DET","C","40","8","18","26","","4","0.65","0","3","0","0","2","0","","--","","--","--"
"1571430269-6721","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jerry Toppazzini","1960-61","BOS","R","67","15","35","50","-5","35","0.75","0","5","2","6","1","0","189","7.9","","--","--"
"1571430269-11353","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rosaire Paiement","1968-69","PHI","C","27","2","4","6","-14","52","0.22","0","0","0","0","0","0","58","3.4","","--","--"
