web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571428408-3248","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Des Smith","1939-40","CHI, BOS","D","43","3","6","9","","50","0.21","0","1","1","1","0","0","","--","","--","--"
"1571428408-5484","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bonner Larose","1925-26","BOS","L","6","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-3499","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Archie Briden","1926-27","BOS, DCG","L","44","5","2","7","","36","0.16","","","","","0","0","","--","","--","--"
"1571428408-37","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Benoit","1942-43","MTL","R","49","30","27","57","","23","1.16","4","19","0","0","2","0","","--","","--","--"
"1571428408-542","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Wiseman","1941-42","BOS","R","45","12","22","34","","8","0.76","3","6","0","0","3","2","","--","","--","--"
"1571428408-2515","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Babe Dye","1919-20","TSP","R","23","11","2","13","","10","0.57","","","","","0","0","","--","","--","--"
"1571428408-2275","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Seibert","1936-37","CHI","D","43","9","6","15","","46","0.35","1","2","2","3","2","0","","--","","--","--"
"1571428408-913","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Kaleta","1941-42","CHI","L","48","7","21","28","","24","0.58","0","1","0","0","1","1","","--","","--","--"
"1571428408-1560","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doc Romnes","1932-33","CHI","L","47","10","11","21","","2","0.45","","","","","2","0","","--","","--","--"
"1571428408-4926","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ab DeMarco Sr.","1938-39","CHI","C","2","1","0","1","","0","0.50","0","0","0","0","0","0","","--","","--","--"
"1571428408-1513","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Nels Stewart","1926-27","MMR","C","43","17","4","21","","129","0.49","","","","","7","2","","--","","--","--"
"1571428408-3434","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Leswick","1933-34","CHI","C","37","1","7","8","","16","0.22","0","1","0","0","0","0","","--","","--","--"
"1571428408-2003","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mush March","1930-31","CHI","R","44","11","6","17","","38","0.39","","","","","3","0","","--","","--","--"
"1571428408-1278","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Sorrell","1939-40","NYA","L","48","8","16","24","","4","0.50","0","0","0","0","0","0","","--","","--","--"
"1571428408-685","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Shore","1930-31","BOS","D","44","15","16","31","","107","0.70","","","","","5","0","","--","","--","--"
"1571428408-2054","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ivan Johnson","1932-33","NYR","D","48","8","9","17","","127","0.35","","","","","2","0","","--","","--","--"
"1571428408-4295","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Carson","1925-26","MMR","R","16","2","1","3","","6","0.19","","","","","0","0","","--","","--","--"
"1571428408-2480","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wally Kilrea","1935-36","DET","R","44","4","10","14","","10","0.32","0","0","0","0","0","0","","--","","--","--"
"1571428408-3006","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Kendall","1934-35","CHI","R","47","6","4","10","","16","0.21","1","1","0","0","0","0","","--","","--","--"
"1571428408-3012","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Murdoch","1926-27","NYR","L","44","6","4","10","","12","0.23","","","","","2","1","","--","","--","--"
"1571428408-1638","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Touhey","1933-34","SEN","L","46","12","8","20","","2","0.43","2","2","0","0","1","1","","--","","--","--"
"1571428408-3570","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Armand Mondou","1928-29","MTL","L","32","3","4","7","","6","0.22","","","","","2","0","","--","","--","--"
"1571428408-240","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Busher Jackson","1936-37","TOR","L","46","21","19","40","","12","0.87","4","5","0","2","6","1","","--","","--","--"
"1571428408-4389","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Wiebe","1938-39","CHI","D","47","1","2","3","","24","0.06","0","0","0","0","0","0","","--","","--","--"
"1571428408-338","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doc Romnes","1935-36","CHI","L","48","13","25","38","","6","0.79","1","11","0","0","2","0","","--","","--","--"
"1571428408-2605","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cy Wentworth","1934-35","MMR","D","48","4","9","13","","28","0.27","1","2","0","0","0","0","","--","","--","--"
"1571428408-4548","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gord Brydson","1929-30","TOR","C","8","2","0","2","","8","0.25","","","","","0","0","","--","","--","--"
"1571428408-5915","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Lafrance","1926-27","MTL","L","4","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-4992","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gordie Poirier","1939-40","MTL","C","10","0","1","1","","0","0.10","0","0","0","0","0","0","","--","","--","--"
"1571428408-4441","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Munro","1924-25","MMR","D","30","1","2","3","","32","0.10","","","","","0","0","","--","","--","--"
"1571428408-3480","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack McGill","1936-37","MTL","L","44","5","2","7","","9","0.16","0","0","0","0","1","0","","--","","--","--"
"1571428408-433","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Baldy Northcott","1935-36","MMR","D","48","15","21","36","","41","0.75","1","6","1","1","2","0","","--","","--","--"
"1571428408-4092","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Nick Wasnie","1934-35","SLE","R","13","3","1","4","","2","0.31","0","0","0","0","1","0","","--","","--","--"
"1571428408-410","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sweeney Schriner","1941-42","TOR","L","47","20","16","36","","21","0.77","3","3","2","3","0","0","","--","","--","--"
"1571428408-1030","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leroy Goldsworthy","1935-36","MTL","R","47","15","11","26","","8","0.55","1","2","0","0","2","0","","--","","--","--"
"1571428408-3714","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Pettinger","1928-29","BOS, TOR","L","42","3","3","6","","41","0.14","","","","","0","0","","--","","--","--"
"1571428408-5471","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harold Starr","1935-36","NYR","D","16","0","0","0","","12","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-1076","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Glenn Brydson","1935-36","NYR, CHI","R","51","10","16","26","","39","0.51","0","7","0","0","2","1","","--","","--","--"
"1571428408-4981","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Bauer","1936-37","BOS","R","1","1","0","1","","0","1.00","0","0","0","0","0","0","","--","","--","--"
"1571428408-4216","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rosie Couture","1928-29","CHI","R","43","1","3","4","","24","0.09","","","","","0","0","","--","","--","--"
"1571428408-384","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Herbie Lewis","1935-36","DET","L","45","14","23","37","","25","0.82","4","10","0","0","4","1","","--","","--","--"
"1571428408-4477","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hap Day","1937-38","NYA","D","43","0","3","3","","14","0.07","0","0","0","0","0","0","","--","","--","--"
"1571428408-2167","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vic Ripley","1929-30","CHI","L","38","8","8","16","","35","0.42","","","","","1","0","","--","","--","--"
"1571428408-3505","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Carson","1932-33","MTL","D","48","5","2","7","","53","0.15","","","","","1","0","","--","","--","--"
"1571428408-2450","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Charley McVeigh","1927-28","CHI","C","40","6","8","14","","10","0.35","","","","","0","0","","--","","--","--"
"1571428408-2380","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Reg Hamilton","1940-41","TOR","D","46","3","12","15","","59","0.33","0","0","0","0","0","0","","--","","--","--"
"1571428408-5775","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jud McAtee","1942-43","DET","L","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-4640","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cully Simon","1942-43","DET","D","34","1","1","2","","34","0.06","0","0","0","0","0","0","","--","","--","--"
"1571428408-3855","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jesse Spring","1925-26","PIR","D","32","5","0","5","","23","0.16","","","","","2","0","","--","","--","--"
"1571428408-1097","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mac Colville","1938-39","NYR","R","48","7","19","26","","24","0.54","0","2","0","0","2","0","","--","","--","--"
"1571428408-1252","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cully Dahlstrom","1942-43","CHI","C","38","11","13","24","","10","0.63","3","5","0","0","1","0","","--","","--","--"
"1571428408-5405","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Phil Besler","1935-36","BOS","R","8","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-1848","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Langelle","1940-41","TOR","C","48","4","15","19","","0","0.40","0","0","1","1","1","0","","--","","--","--"
"1571428408-2217","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Doraty","1932-33","TOR","R","38","5","11","16","","16","0.42","","","","","0","0","","--","","--","--"
"1571428408-2270","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert Corbeau","1922-23","HAM","D","21","10","5","15","","42","0.71","","","","","0","0","","--","","--","--"
"1571428408-3915","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Len Grosvenor","1928-29","SEN","C","42","3","2","5","","18","0.12","","","","","0","1","","--","","--","--"
"1571428408-2161","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Marker","1938-39","TOR","R","29","9","7","16","","11","0.55","0","0","1","2","2","1","","--","","--","--"
"1571428408-3279","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Portland","1940-41","CHI, MTL","D","47","2","7","9","","38","0.19","0","0","0","0","1","0","","--","","--","--"
"1571428408-5188","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Molyneaux","1938-39","NYR","D","43","0","1","1","","18","0.02","0","0","0","0","0","0","","--","","--","--"
