web-scraper-order,web-scraper-start-url,team,season,games_played,wins,losses,ties,overtime,points,row,p_perc,goals_for,goals_against,shoot_out_wins,goalsf_per_gp,goalsa_per_gp,powerplay_perc,penalty_kill_perc,shots_per_gp,shots_against_per_gp,fow_perc
"1571322799-189","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","2015-16","82","46","25","0","11","103","43",".628","215","188","3","2.62","2.29","23.1","87.2","30.3","27.5","51.9"
"1571322799-358","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2014-15","82","41","27","0","14","96","37",".585","209","201","4","2.55","2.45","17.8","82.0","31.0","29.9","53.6"
"1571322799-1054","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota North Stars","1990-91","80","27","39","14","","68","0",".425","256","266","0","3.20","3.33","19.9","80.2","32.1","28.3","0.0"
"1571322799-863","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1949-50","70","29","22","19","","77","0",".550","172","150","0","2.46","2.14","--","--","--","--","--"
"1571322799-497","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1965-66","70","41","21","8","","90","0",".643","239","173","0","3.41","2.47","--","--","33.7","28.0","--"
"1571322799-824","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1973-74","78","33","33","12","","78","0",".500","233","231","0","2.99","2.96","--","--","29.0","29.1","--"
"1571322799-1188","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Atlanta Thrashers","2000-01","82","23","45","12","2","60","0",".366","211","289","0","2.57","3.52","13.7","77.9","27.9","32.4","46.1"
"1571322799-1037","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1957-58","70","27","28","15","","69","0",".493","199","194","0","2.84","2.77","--","--","31.3","30.6","--"
"1571322799-142","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators","2006-07","82","48","25","0","9","105","46",".640","286","216","2","3.49","2.63","17.9","84.5","32.3","30.2","50.3"
"1571322799-1527","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Americans","1925-26","36","12","20","4","","28","0",".389","68","89","0","1.89","2.47","--","--","--","--","--"
"1571322799-1027","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","2001-02","82","29","42","8","3","69","0",".421","175","198","0","2.13","2.41","11.5","86.1","26.1","27.5","51.0"
"1571322799-1087","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1967-68","74","27","35","12","","66","0",".446","245","257","0","3.31","3.47","--","--","33.2","30.3","--"
"1571322799-192","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1996-97","82","45","24","13","","103","0",".628","274","217","0","3.34","2.65","14.6","85.7","32.2","25.7","0.0"
"1571322799-362","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Colorado Avalanche","2006-07","82","44","31","0","7","95","39",".579","267","247","5","3.26","3.01","21.1","80.2","31.7","29.0","48.6"
"1571322799-220","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vancouver Canucks","1992-93","84","46","29","9","","101","0",".601","346","278","0","4.12","3.31","17.3","78.5","31.7","29.4","0.0"
"1571322799-656","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota Wild","2009-10","82","38","36","0","8","84","33",".512","214","239","5","2.61","2.91","19.1","82.7","27.6","29.5","52.2"
"1571322799-1306","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1942-43","50","22","19","9","","53","0",".530","198","159","0","3.96","3.18","--","--","--","--","--"
"1571322799-1121","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1939-40","48","27","11","10","","64","0",".667","136","77","0","2.83","1.60","--","--","--","--","--"
"1571322799-1309","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1940-41","48","21","16","11","","53","0",".552","112","102","0","2.33","2.13","--","--","--","--","--"
"1571322799-150","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1999-00","82","45","22","12","3","105","0",".640","237","179","0","2.89","2.18","20.3","86.7","30.4","23.6","51.7"
"1571322799-892","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1998-99","82","32","39","11","","75","0",".457","184","209","0","2.24","2.55","14.5","87.2","27.7","26.9","48.5"
"1571322799-691","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","2002-03","82","35","34","11","2","83","0",".506","224","231","0","2.73","2.82","15.1","83.5","29.6","28.3","51.1"
"1571322799-1344","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1933-34","48","22","20","6","","50","0",".521","99","101","0","2.06","2.10","--","--","--","--","--"
"1571322799-833","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1977-78","80","32","34","14","","78","0",".488","252","266","0","3.15","3.33","20.8","78.1","28.4","28.4","--"
"1571322799-1468","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Winnipeg Jets (1979)","1994-95","48","16","25","7","","39","0",".406","157","177","0","3.27","3.69","19.2","83.0","29.8","32.2","0.0"
"1571322799-1270","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1973-74","78","19","41","18","","56","0",".359","182","247","0","2.33","3.17","--","--","26.0","30.6","--"
"1571322799-77","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1979-80","80","47","17","16","","110","0",".688","318","201","0","3.98","2.51","24.4","82.9","29.3","24.0","--"
"1571322799-1125","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1958-59","70","26","32","12","","64","0",".457","201","217","0","2.87","3.10","--","--","--","--","--"
"1571322799-40","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators","2005-06","82","52","21","0","9","113","50",".689","312","205","2","3.80","2.50","20.8","84.7","34.3","28.6","50.3"
"1571322799-306","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2001-02","82","43","27","8","4","98","0",".598","227","188","0","2.77","2.29","17.4","85.2","29.0","22.5","49.9"
"1571322799-1286","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","2014-15","82","23","51","0","8","54","15",".329","153","269","8","1.87","3.28","13.4","75.1","24.2","35.6","44.9"
"1571322799-877","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","2018-19","82","33","39","0","10","76","28",".463","221","268","5","2.70","3.27","19.5","80.9","32.9","33.0","47.9"
"1571322799-485","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1979-80","80","39","28","13","","91","0",".569","281","247","0","3.51","3.09","23.4","77.6","27.7","29.9","--"
"1571322799-677","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1985-86","80","37","34","9","","83","0",".519","302","291","0","3.77","3.64","21.5","77.2","31.4","32.3","--"
"1571322799-296","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","San Jose Sharks","2015-16","82","46","30","0","6","98","42",".598","237","207","4","2.89","2.52","22.5","80.5","30.4","27.4","50.7"
