web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1573423104-464","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Camille Henry","1958-59","NYR","C","70","23","35","58","","2","0.83","10","31","0","0","3","0","","--","","--","--"
"1573423104-2927","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Stewart","1966-67","BOS","R","56","14","10","24","-14","31","0.43","5","6","0","0","1","0","113","12.4","","--","--"
"1573423104-3854","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pentti Lund","1952-53","BOS","R","54","8","9","17","","2","0.31","0","2","0","0","1","0","","--","","--","--"
"1573423104-4001","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don Blackburn","1968-69","PHI","L","48","7","9","16","-13","36","0.33","0","0","0","0","2","0","94","7.4","","--","--"
"1573423104-2877","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cal Gardner","1947-48","NYR","C","58","7","18","25","","71","0.43","1","4","0","0","1","0","","--","","--","--"
"1573423104-112","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Ullman","1968-69","TOR","C","75","35","42","77","20","39","1.03","13","21","0","0","2","0","247","14.2","","--","--"
"1573423104-7349","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Hamilton","1968-69","NYR","D","16","0","0","0","0","8","--","0","0","0","0","0","0","9","0.0","","--","--"
"1573423104-2865","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Real Chevrefils","1951-52","BOS","L","33","8","17","25","","8","0.76","0","3","0","0","2","0","","--","","--","--"
"1573423104-2040","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Real Chevrefils","1952-53","BOS","L","69","19","14","33","","44","0.48","4","7","0","0","1","0","","--","","--","--"
"1573423104-5265","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Armstrong","1952-53","BOS","D","55","0","8","8","","45","0.15","0","1","0","1","0","0","","--","","--","--"
"1573423104-5648","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Kyle","1950-51","NYR","D","64","2","3","5","","92","0.08","0","0","0","0","1","0","","--","","--","--"
"1573423104-3417","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Brian Cullen","1956-57","TOR","C","45","8","12","20","","23","0.44","1","4","0","0","0","0","","--","","--","--"
"1573423104-3433","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Dillabough","1965-66","BOS","C","53","7","13","20","-21","18","0.38","0","0","0","0","1","0","72","9.7","","--","--"
"1573423104-5208","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Laughton","1967-68","OAK","C","35","2","6","8","-17","38","0.23","2","3","0","0","0","0","53","3.8","","--","--"
"1573423104-5564","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Donnie Marshall","1955-56","MTL","L","66","4","1","5","","8","0.08","1","2","1","1","2","0","","--","","--","--"
"1573423104-7242","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Duane Rupp","1964-65","TOR","D","2","0","0","0","0","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-7449","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Hart","1968-69","DET","D","1","0","0","0","0","2","--","0","0","0","0","0","0","0","0.0","","--","--"
"1573423104-7513","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henry Dyck","1943-44","NYR","C","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-3807","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Butch Bouchard","1954-55","MTL","D","70","2","16","18","","83","0.26","0","0","0","1","0","0","","--","","--","--"
"1573423104-2272","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jacques Laperriere","1965-66","MTL","D","57","6","25","31","14","85","0.54","2","15","1","1","2","0","116","5.2","","--","--"
"1573423104-2601","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dunc Fisher","1951-52","BOS","R","65","15","12","27","","2","0.42","0","0","0","1","1","0","","--","","--","--"
"1573423104-1024","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sid Smith","1949-50","TOR","L","68","22","23","45","","6","0.66","6","9","0","0","3","0","","--","","--","--"
"1573423104-5142","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Aldo Guidolin","1952-53","NYR","R","30","4","4","8","","24","0.27","1","3","0","0","1","0","","--","","--","--"
"1573423104-4814","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Chrystal","1953-54","NYR","D","64","5","5","10","","44","0.16","2","4","0","0","2","0","","--","","--","--"
"1573423104-167","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henri Richard","1962-63","MTL","C","67","23","50","73","24","57","1.09","2","11","0","1","2","0","289","8.0","","--","--"
"1573423104-2504","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Jankowski","1953-54","CHI","C","68","15","13","28","","7","0.41","5","6","0","1","1","0","","--","","--","--"
"1573423104-3898","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Morrison","1954-55","TOR","D","70","5","12","17","","84","0.24","0","3","1","1","1","0","","--","","--","--"
"1573423104-3424","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Bodnar","1950-51","CHI","C","44","8","12","20","","8","0.45","0","1","0","1","0","0","","--","","--","--"
"1573423104-415","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Bucyk","1958-59","BOS","L","69","24","36","60","","36","0.87","2","13","0","0","6","0","","--","","--","--"
"1573423104-6982","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ralph MacSweyn","1967-68","PHI","D","4","0","0","0","1","0","--","0","0","0","0","0","0","2","0.0","","--","--"
"1573423104-6877","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lulu Denis","1949-50","MTL","R","2","0","1","1","","0","0.50","0","0","0","0","0","0","","--","","--","--"
"1573423104-6796","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Jankowski","1950-51","DET","C","1","0","1","1","","0","1.00","0","0","0","0","0","0","","--","","--","--"
"1573423104-7076","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Noel Price","1959-60","NYR","D","7","0","0","0","-1","2","--","0","0","0","0","0","0","2","0.0","","--","--"
"1573423104-6503","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joey Johnston","1968-69","MNS","L","12","1","0","1","-1","6","0.08","0","0","0","0","0","0","17","5.9","","--","--"
"1573423104-543","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean-Guy Gendron","1968-69","PHI","L","74","20","35","55","-10","65","0.74","5","20","1","1","3","0","198","10.1","","--","--"
"1573423104-4765","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Larose","1967-68","MTL","R","42","2","9","11","0","28","0.26","0","0","0","0","0","0","70","2.9","","--","--"
"1573423104-835","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Roy Conacher","1947-48","CHI","L","52","22","27","49","","4","0.94","1","9","0","0","7","0","","--","","--","--"
"1573423104-7233","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Benoit","1946-47","MTL","R","6","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-4208","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Fontinato","1961-62","MTL","D","54","2","13","15","55","167","0.28","0","0","0","1","0","0","63","3.2","","--","--"
"1573423104-2177","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Milt Schmidt","1948-49","BOS","C","44","10","22","32","","25","0.73","2","9","0","0","1","0","","--","","--","--"
"1573423104-1619","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Harris","1959-60","TOR","C","70","13","25","38","3","29","0.54","2","6","0","0","3","0","107","12.1","","--","--"
"1573423104-3951","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1952-53","TOR","R","35","10","6","16","","27","0.46","2","3","0","0","4","0","","--","","--","--"
"1573423104-5226","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wayne Connelly","1962-63","BOS","C","18","2","6","8","-6","2","0.44","1","3","0","0","0","0","33","6.1","","--","--"
"1573423104-2249","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Brian Perry","1968-69","OAK","C","61","10","21","31","-6","10","0.51","2","4","0","0","1","0","75","13.3","","--","--"
"1573423104-2942","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dick Gamble","1952-53","MTL","L","69","11","13","24","","26","0.35","2","3","0","1","1","0","","--","","--","--"
"1573423104-936","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murph Chamberlain","1943-44","MTL","L","47","15","32","47","","105","1.00","1","4","1","2","3","0","","--","","--","--"
"1573423104-5354","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tom O'Neill","1944-45","TOR","R","33","2","5","7","","24","0.21","0","1","0","0","0","0","","--","","--","--"
"1573423104-3047","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Calum MacKay","1953-54","MTL","L","47","10","13","23","","54","0.49","2","2","0","0","5","0","","--","","--","--"
"1573423104-246","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Maurice Richard","1953-54","MTL","R","70","37","30","67","","112","0.96","17","28","0","1","6","0","","--","","--","--"
"1573423104-7272","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gene Achtymichuk","1956-57","MTL","C","3","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-2685","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Barkley","1962-63","DET","D","70","3","24","27","5","78","0.39","2","9","0","0","0","0","225","1.3","","--","--"
"1573423104-2193","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Floyd Smith","1963-64","DET","R","52","18","13","31","-11","22","0.60","4","7","0","0","3","0","147","12.2","","--","--"
"1573423104-4575","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Nick Metz","1947-48","TOR","L","60","4","8","12","","8","0.20","0","0","1","3","0","0","","--","","--","--"
"1573423104-7302","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rudy Zunich","1943-44","DET","D","2","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-3752","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Angotti","1965-66","NYR, CHI","C","51","6","12","18","-7","10","0.35","0","3","1","1","0","0","48","12.5","","--","--"
"1573423104-515","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Roy Conacher","1949-50","CHI","L","70","25","31","56","","16","0.80","2","10","0","0","3","0","","--","","--","--"
"1573423104-5293","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don Awrey","1965-66","BOS","D","70","4","3","7","-35","72","0.10","2","2","0","0","0","0","41","9.8","","--","--"
"1573423104-5261","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Moose Vasko","1968-69","MNS","D","72","1","7","8","-18","68","0.11","0","1","0","0","0","0","52","1.9","","--","--"
"1573423104-1767","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dickie Moore","1954-55","MTL","L","67","16","20","36","","32","0.54","1","4","0","0","6","0","","--","","--","--"
"1573423104-6911","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al MacNeil","1955-56","TOR","D","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-7796","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dick Meissner","1964-65","NYR","R","1","0","0","0","0","0","--","0","0","0","0","0","0","2","0.0","","--","--"
"1573423104-2787","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Arnie Brown","1967-68","NYR","D","74","1","25","26","17","85","0.35","0","1","0","0","0","0","116","0.9","","--","--"
"1573423104-7931","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Buchanan","1951-52","CHI","D","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-3489","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Taylor Sr.","1947-48","BOS, NYR","C","41","4","16","20","","25","0.49","0","1","0","0","0","0","","--","","--","--"
"1573423104-2808","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Stewart","1953-54","TOR","R","70","14","11","25","","72","0.36","1","5","2","2","4","0","","--","","--","--"
"1573423104-877","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tod Sloan","1951-52","TOR","C","68","25","23","48","","89","0.71","10","18","1","1","4","0","","--","","--","--"
"1573423104-2868","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ray Timgren","1949-50","TOR","L","68","7","18","25","","22","0.37","0","1","0","0","1","0","","--","","--","--"
"1573423104-2383","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Howie Glover","1960-61","DET","R","66","21","8","29","-15","46","0.44","6","8","0","0","4","0","153","13.7","","--","--"
"1573423104-7452","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Evans","1948-49","NYR","D","3","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-3011","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dean Prentice","1964-65","BOS","L","31","14","9","23","-7","12","0.74","3","5","1","1","2","0","81","17.3","","--","--"
"1573423104-774","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Toe Blake","1946-47","MTL","L","60","21","29","50","","6","0.83","5","11","0","0","4","0","","--","","--","--"
"1573423104-3403","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Horeck","1951-52","CHI","L","60","9","11","20","","22","0.33","1","4","0","0","1","0","","--","","--","--"
"1573423104-125","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Gilbert","1968-69","NYR","R","66","28","49","77","13","22","1.17","8","24","0","0","5","0","301","9.3","","--","--"
"1573423104-5843","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Walton","1965-66","TOR","C","6","1","3","4","1","0","0.67","0","3","0","0","0","0","11","9.1","","--","--"
"1573423104-2924","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harry Watson","1945-46","DET","L","44","14","10","24","","4","0.55","2","3","0","0","4","0","","--","","--","--"
"1573423104-17","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bernie Geoffrion","1960-61","MTL","R","64","50","45","95","3","27","1.48","16","38","0","0","12","0","316","15.8","","--","--"
"1573423104-726","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Litzenberger","1954-55","MTL, CHI","C","73","23","28","51","","40","0.70","5","15","0","0","3","0","","--","","--","--"
"1573423104-5081","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Baun","1958-59","TOR","D","51","1","8","9","","87","0.18","0","0","0","0","0","0","","--","","--","--"
"1573423104-4092","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Provost","1960-61","MTL","R","49","11","4","15","-4","32","0.31","1","1","3","3","0","0","131","8.4","","--","--"
"1573423104-7266","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Hutchinson","1960-61","NYR","C","9","0","0","0","-2","0","--","0","0","0","0","0","0","13","0.0","","--","--"
"1573423104-4985","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Reardon","1945-46","MTL","D","43","5","4","9","","45","0.21","1","1","0","1","0","0","","--","","--","--"
"1573423104-5916","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Goegan","1959-60","DET","D","21","3","0","3","-4","6","0.14","0","0","0","0","0","0","28","10.7","","--","--"
"1573423104-6961","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Reid","1954-55","TOR","C","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-7770","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Hillman","1962-63","TOR","D","5","0","0","0","-3","2","--","0","0","0","0","0","0","10","0.0","","--","--"
"1573423104-4559","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al MacNeil","1956-57","TOR","D","53","4","8","12","","84","0.23","2","6","0","0","1","0","","--","","--","--"
"1573423104-4211","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Poul Popiel","1968-69","DET","D","62","2","13","15","10","82","0.24","0","1","0","0","2","0","99","2.0","","--","--"
"1573423104-7586","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marshall Johnston","1968-69","MNS","D","13","0","0","0","-1","2","--","0","0","0","0","0","0","12","0.0","","--","--"
"1573423104-3669","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Mosdell","1944-45","MTL","C","31","12","6","18","","16","0.58","1","1","1","1","3","0","","--","","--","--"
"1573423104-4850","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Forbes Kennedy","1965-66","BOS","C","50","4","6","10","-13","55","0.20","0","1","1","1","1","0","45","8.9","","--","--"
"1573423104-29","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Stan Mikita","1963-64","CHI","C","70","39","50","89","21","146","1.27","14","34","1","1","7","0","305","12.8","","--","--"
"1573423104-1086","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pierre Pilote","1959-60","CHI","D","70","7","38","45","20","100","0.64","5","16","0","0","1","0","89","7.9","","--","--"
"1573423104-6430","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hank Blade","1947-48","CHI","L","6","1","0","1","","0","0.17","0","0","0","0","0","0","","--","","--","--"
"1573423104-945","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Hull","1957-58","CHI","L","70","13","34","47","","60","0.67","3","11","0","0","1","0","","--","","--","--"
"1573423104-7499","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don Ward","1957-58","CHI","D","3","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-7447","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Taylor","1964-65","NYR","L","4","0","0","0","-3","4","--","0","0","0","0","0","0","3","0.0","","--","--"
"1573423104-7604","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bart Crashley","1966-67","DET","D","2","0","0","0","-2","2","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-7679","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hugh Currie","1950-51","MTL","D","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-3308","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tim Horton","1960-61","TOR","D","57","6","15","21","31","73","0.37","1","3","0","0","1","0","89","6.7","","--","--"
